label,run,layer,expert,usage_count,token_AUC,context_AUC,context_minus_token
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,55,558,0.6655,0.6216,-0.0439
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,56,837,0.5728,0.5179,-0.0548
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,57,741,0.5475,0.5826,0.0351
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,58,761,0.727,0.5113,-0.2157
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,59,707,0.5611,0.5772,0.016
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,60,575,0.6501,0.5446,-0.1055
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,61,887,0.5822,0.4566,-0.1256
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,62,509,0.625,0.6194,-0.0056
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,5,63,867,0.5982,0.5602,-0.0379
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,6,0,944,0.6845,0.672,-0.0125
s2_TEMPORAL,tmoe_minlogit_sh1_s2_1e17,6,1,855,0.7145,0.5079,-0.2066
